연번,구군,장비종류,관리번호,시설명칭,위도,경도
9853,해운대구,생활방범,3330000-00068-0-1KA,(4차)_반여1동_1640_아시아선수촌_101동앞,35.20029365,129.1206591
9854,해운대구,생활방범,3330000-00069-0-1LA,(4차)_반여2동_1291-907_시장앞_명진주단,35.19537699,129.1290902
9855,해운대구,생활방범,3330000-00070-1-1LA,(4차)_희망공원_고1(반여2동1291-69),35.19757722,129.1328214
9856,해운대구,생활방범,3330000-00070-2-1LA,(4차)_희망공원_고2(반여2동1291-69),35.19757722,129.1328214
9857,해운대구,생활방범,3330000-00070-3-1LA,(4차)_희망공원_고3(반여2동1291-69),35.19757722,129.1328214
9858,해운대구,생활방범,3330000-00070-0-1LA,(4차)_희망공원_돔(반여2동1291-69),35.19757722,129.1328214
9859,해운대구,생활방범,3330000-00071-1-2LA,(22보강)반여2동_1291-940_쌈지공원_고1,35.19515,129.13286
9860,해운대구,생활방범,3330000-00071-2-2LA,(22보강)반여2동_1291-940_쌈지공원_고2,35.19515,129.13286
9861,해운대구,생활방범,3330000-00071-0-1LA,(4차)_반여2동_1291-940_쌈지공원,35.19515,129.13286
9862,해운대구,생활방범,3330000-00072-0-1MA,(4차)_반여3동_1600-12_반여초등학교,35.20338399,129.129166
9863,해운대구,생활방범,3330000-00073-0-1NA,(4차)_반안초등학교(반여4동1164-23),35.20482057,129.1115252
9864,해운대구,생활방범,3330000-00074-0-1OA,(4차)_반송1동_683-1_운송초등학교,35.22841218,129.1467472
9865,해운대구,생활방범,3330000-00075-1-1PA,(4차고1)반송2동_229_운봉초등학교,35.2295267,129.1595808
9866,해운대구,생활방범,3330000-00075-2-1PA,(4차고2)반송2동_229_운봉초등학교,35.2295267,129.1595808
9867,해운대구,생활방범,3330000-00075-3-1PA,(4차고3)반송2동_229_운봉초등학교,35.2295267,129.1595808
9868,해운대구,생활방범,3330000-00075-0-1PA,(4차돔)반송2동_229_운봉초등학교,35.2295267,129.1595808
9869,해운대구,생활방범,3330000-00076-0-1PA,(4차)_대송교회진입로_앞(반송2동375-14),35.2320371,129.1511458
9870,해운대구,생활방범,3330000-00077-1-2OA,(23보강)반송3동_250-2361_반송3동어린이놀이터_고1,35.22118695,129.1530973
9871,해운대구,생활방범,3330000-00077-2-2OA,(23보강)반송3동_250-2361_반송3동어린이놀이터_고2,35.22118695,129.1530973
9872,해운대구,생활방범,3330000-00077-0-1OA,(4차)_반송동_250-2361_반송3동어린이놀이터,35.22118695,129.1530973
9873,해운대구,생활방범,3330000-00078-0-1OA,(4차)_반송동_산51-230_민방위비상급수시설앞,35.21955058,129.1568984
9874,해운대구,생활방범,3330000-00079-0-1RA,(4차)_재송2동_189-3_정우빌라_앞,35.18943051,129.1220052
9875,해운대구,생활방범,3330000-00080-0-1IA,(4차)_미리내공원(좌4동1416),35.17824947,129.1793997
9876,해운대구,생활방범,3330000-00081-0-1MA,(4차)_반여3동_1594-68_으뜸공원,35.19944809,129.1345864
9877,해운대구,생활방범,3330000-00082-0-1MA,(4차)_반여3동_산130-11_초록공원,35.20301248,129.1357933
9878,해운대구,생활방범,3330000-00083-1-1RA,(4차)_반산초등학교_고1(재송2동1033-1),35.19326165,129.1292994
9879,해운대구,생활방범,3330000-00083-2-1RA,(4차)_반산초등학교_고2(재송2동1033-1),35.19326165,129.1292994
9880,해운대구,생활방범,3330000-00083-3-1RA,(4차)_반산초등학교_고3(재송2동1033-1),35.19326165,129.1292994
9881,해운대구,생활방범,3330000-00083-0-1RA,(4차)_반산초등학교_돔(재송2동1033-1),35.19326165,129.1292994
9882,해운대구,생활방범,3330000-00084-0-1OA,(4차)_반송1동_756-258_석대희망동산,35.21952916,129.1432907
9883,해운대구,생활방범,3330000-00085-0-1EA,(4차)_중2동_1501-23_다나휴스카페앞_전신주,35.15720926,129.1806755
9884,해운대구,생활방범,3330000-00086-1-2EA,(21보강)청세빌라_앞(달맞이길117번가길_120-31)_고1,35.15756,129.18177
9885,해운대구,생활방범,3330000-00086-2-2EA,(21보강)청세빌라_앞(달맞이길117번가길_120-31)_고2,35.15756,129.18177
9886,해운대구,생활방범,3330000-00087-1-2KA,(22보강)반여동_1502-16_반여1동수영강시민공원_고1,35.20349657,129.1184595
9887,해운대구,생활방범,3330000-00087-2-2KA,(22보강)반여동_1502-16_반여1동수영강시민공원_고2,35.20349657,129.1184595
9888,해운대구,생활방범,3330000-00087-3-2KA,(22보강)반여동_1502-16_반여1동수영강시민공원_고3,35.20349657,129.1184595
9889,해운대구,생활방범,3330000-00087-0-1KA,(5차)_반여동_1502-16_반여1동수영강시민공원,35.20349657,129.1184595
9890,해운대구,생활방범,3330000-00088-0-1PA,(5차)_반송동_882_담안골공원,35.22770328,129.1637385
9891,해운대구,생활방범,3330000-00089-0-1EA,(5차)_중동_1526-1_삼안리젠시3차앞_(다소미공원),35.16006935,129.1765948
9892,해운대구,생활방범,3330000-00090-1-1EA,(5차)삼안리젠시3차앞_지능형보조_고1(중동1526-1),35.16006935,129.1765948
9893,해운대구,생활방범,3330000-00090-2-1EA,(5차)삼안리젠시3차앞_지능형보조_고2(중동1526-1),35.16006935,129.1765948
9894,해운대구,생활방범,3330000-00090-3-1EA,(5차)삼안리젠시3차앞_지능형보조_고3(중동1526-1),35.16006935,129.1765948
9895,해운대구,생활방범,3330000-00091-1-2EA,(20보강)삼안리젠시3차앞_고1(중2동1498-2),35.15921302,129.177193
9896,해운대구,생활방범,3330000-00091-2-2EA,(20보강)삼안리젠시3차앞_고2(중2동1498-2),35.15921302,129.177193
9897,해운대구,생활방범,3330000-00092-0-1IA,(5차)_좌동_1390_대천공원(광장),35.18105254,129.1676392
9898,해운대구,생활방범,3330000-00093-0-1DA,(5차)_중동_1762_오산공원,35.1669444,129.1728893
9899,해운대구,생활방범,3330000-00094-0-1HA,(5차)_좌3동_1371-1_장산공원,35.1743177,129.1649105
9900,해운대구,생활방범,3330000-00095-1-2IA,(22보강)좌4동_1381_대천공원(호수_옆)_고1,35.1816307,129.1673208
9901,해운대구,생활방범,3330000-00095-2-2IA,(22보강)좌4동_1381_대천공원(호수_옆)_고2,35.1816307,129.1673208
9902,해운대구,생활방범,3330000-00095-3-2IA,(22보강)좌4동_1381_대천공원(호수_옆)_고3,35.1816307,129.1673208
9903,해운대구,생활방범,3330000-00095-0-1IA,(5차)_좌4동_1381_대천공원(호수_옆),35.1816307,129.1673208
9904,해운대구,생활방범,3330000-00096-0-1KA,(5차)_반여동_1663_별바라기공원,35.19823243,129.1182445
9905,해운대구,생활방범,3330000-00096-1-1KA,(5차)_반여동_1663_별바라기공원_고1,35.19823243,129.1182445
9906,해운대구,생활방범,3330000-00097-0-1MA,(5차)_반여3동_1601-1_꿈에공원,35.20124987,129.1323517
9907,해운대구,생활방범,3330000-00098-0-1RA,(5차)_재송2동_1160-1_별천지공원,35.1917938,129.1329063
9908,해운대구,생활방범,3330000-00099-0-1RA,(5차)_재송2동_1040-4_푸른숲공원,35.19145924,129.1266062
9909,해운대구,생활방범,3330000-00100-0-1FA,(5차)_좌1동_1311_견우공원,35.17167905,129.1800141
9910,해운대구,생활방범,3330000-00101-0-1PA,(5차)_반송동_891_꽃망울공원,35.22803432,129.1591343
9911,해운대구,생활방범,3330000-00102-0-1AA,(5차)_우1동_759-15_운촌어린이공원,35.15861169,129.1521363
9912,해운대구,생활방범,3330000-00103-0-1GA,(5차)_좌2동_1336_꿈나무공원,35.16643255,129.1775245
9913,해운대구,생활방범,3330000-00104-0-1HA,(5차)_좌동_1364_해바람공원,35.17123046,129.1643543
9914,해운대구,생활방범,3330000-00105-0-1KA,(5차)_반여1동_1620_바람공원,35.20448282,129.1217119
9915,해운대구,생활방범,3330000-00106-1-2LA,(22보강)반여동_1291-1201_새싹공원_고1,35.19552172,129.1269074
9916,해운대구,생활방범,3330000-00106-2-2LA,(22보강)반여동_1291-1201_새싹공원_고2,35.19552172,129.1269074
9917,해운대구,생활방범,3330000-00106-0-1LA,(5차)_반여동_1291-1201_새싹공원,35.19552172,129.1269074
9918,해운대구,생활방범,3330000-00107-0-1IA,(5차)_좌동_1379-3_대천공원(수문위),35.17975469,129.1663596
9919,해운대구,생활방범,3330000-00108-0-1KA,(5차)_반여동_1635_노을공원,35.20213352,129.1233364
9920,해운대구,생활방범,3330000-00109-0-1NA,(5차)_반여동_1063-4_영광직업재활원앞(삼어초교),35.20602909,129.1182223
9921,해운대구,생활방범,3330000-00110-0-1AA,(5차)_우동_371-1_해운대여자중학교앞(해동초등학교),35.16818787,129.1550374
9922,해운대구,생활방범,3330000-00111-0-1PA,(5차)_신반송로140_글로발창의유치원,35.23016962,129.1617159
9923,해운대구,생활방범,3330000-00112-0-1PA,(5차)_반송동_6-271_전민유치원,35.23487146,129.158959
9924,해운대구,생활방범,3330000-00113-0-1JA,(5차)_송정동_83-19_동해어린이집,35.19491039,129.206835
9925,해운대구,생활방범,3330000-00114-0-1GA,(5차)_좌동_1444_벽산초록어린이집,35.169422,129.184706
9926,해운대구,생활방범,3330000-00115-0-1QA,(5차)_해운대유치원(동키치킨)(재송1동1077-21),35.18769816,129.1229058
9927,해운대구,생활방범,3330000-00116-0-1OA,(5차)_반송무지개유치원(반송1동259-113),35.22446524,129.1522254
9928,해운대구,생활방범,3330000-00117-0-1KA,(5차)_반여동_1405-34_은혜유치원,35.19637982,129.1166639
9929,해운대구,생활방범,3330000-00118-1-2JA,(23보강)송정동_182-2_하늘숲유치원_고1,35.18707299,129.204949
9930,해운대구,생활방범,3330000-00118-2-2JA,(23보강)송정동_182-2_하늘숲유치원_고2,35.18707299,129.204949
9931,해운대구,생활방범,3330000-00118-0-1JA,(5차)_송정동_182-2_하늘숲유치원,35.18707299,129.204949
9932,해운대구,생활방범,3330000-00119-0-1LA,(5차)_항도유치원_골목입구(반여2동1291-1369),35.19489228,129.130213
9933,해운대구,생활방범,3330000-00120-0-1QA,(5차)_재송동_122_재송유치원,35.18360222,129.127182
9934,해운대구,생활방범,3330000-00121-0-1RA,(5차)_재송동_926-2_리라유치원,35.18941514,129.121053
9935,해운대구,생활방범,3330000-00122-0-1AA,(5차)_우동_430-10_버드내유치원,35.16767802,129.1589326
9936,해운대구,생활방범,3330000-00123-0-1BA,(5차)_우동1201-2_국철수영역_뒷편(대오가스앞),35.1744242,129.1321038
9937,해운대구,생활방범,3330000-00124-0-1KA,(5차)_반여동_842-14_신동아아파트,35.20731311,129.1278463
9938,해운대구,생활방범,3330000-00125-0-1PA,(5차)_반송2동_642-1_동부산대학_기숙사,35.23187038,129.1478816
9939,해운대구,생활방범,3330000-00126-0-1RA,(5차)_청소년수련관_앞(재송동1064-1),35.19185273,129.1269704
9940,해운대구,생활방범,3330000-00127-0-1MA,(6차)_신선로공영주차장입구(반여3동1575-99),35.20253256,129.1318429
9941,해운대구,생활방범,3330000-00127-1-2MA,(구_19)_신선로공영주차장입구_고(반여3동1575-99),35.20253256,129.1318429
9942,해운대구,생활방범,3330000-00128-0-1QA,(6차)_영광그린파크_앞_사거리(재송1동1121-1),35.18748276,129.12797
9943,해운대구,생활방범,3330000-00129-1-2AA,(23보강)해동초등학교_후문(우1동347-20)_고1,35.17056882,129.1558006
9944,해운대구,생활방범,3330000-00129-0-1AA,(6차)_해동초등학교_후문(우1동347-20),35.17056882,129.1558006
9945,해운대구,생활방범,3330000-00130-0-1KA,(6차)_인지초등학교(반여1동1625),35.20239795,129.1240896
9946,해운대구,생활방범,3330000-00131-0-1QA,(6차)_센텀초등학교(재송1동1198),35.18054,129.12155
9947,해운대구,생활방범,3330000-00132-1-2CA,(23보강)해원초등학교(우3동1405-2)_고1,35.15899543,129.144771
9948,해운대구,생활방범,3330000-00132-2-2CA,(23보강)해원초등학교(우3동1405-2)_고2,35.15899543,129.144771
9949,해운대구,생활방범,3330000-00132-0-1CA,(6차)_해원초등학교(우3동1405-2),35.15899543,129.144771
9950,해운대구,생활방범,3330000-00133-0-1DA,(6차)_한일유치원_정문_앞(중1동219-2),35.1719485,129.1717388
9951,해운대구,생활방범,3330000-00134-0-1DA,(6차)_중일유치원(중1동798-2),35.16267312,129.1728509
9952,해운대구,생활방범,3330000-00134-1-2DA,(22보강)중일유치원(중1동798-2)_고1,35.16267312,129.1728509
9953,해운대구,생활방범,3330000-00134-2-2DA,(22보강)중일유치원(중1동798-2)_고2,35.16267312,129.1728509
9954,해운대구,생활방범,3330000-00134-3-2DA,(22보강)중일유치원(중1동798-2)_고3,35.16267312,129.1728509
9955,해운대구,생활방범,3330000-00134-4-2DA,(22보강)중일유치원(중1동798-2)_고4,35.16267312,129.1728509
9956,해운대구,생활방범,3330000-00135-1-2DA,(21보강)꽃등심한근집_뒷길(중동_1443-22)_고1,35.16302269,129.1722008
9957,해운대구,생활방범,3330000-00135-2-2DA,(21보강)꽃등심한근집_뒷길(중동_1443-22)_고2,35.16302269,129.1722008
9958,해운대구,생활방범,3330000-00137-0-1EA,(6차)_광덕자연어린이집_인근(중2동417-1),35.16429196,129.1861163
9959,해운대구,생활방범,3330000-00138-0-1RA,(6차)_복있는어린이집(재송2동1184-10),35.1916413,129.133942
9960,해운대구,생활방범,3330000-00139-0-1OA,(6차)_보경사_앞_삼거리(반송1동250-1933),35.22061569,129.1512253
9961,해운대구,생활방범,3330000-00140-0-1OA,(6차)_YWCA어린이집_정문_앞(반송1동697-4),35.22646549,129.1471553
9962,해운대구,생활방범,3330000-00141-0-1PA,(6차)_운송중학교_후문(반송2동401-5),35.23442619,129.150861
9963,해운대구,생활방범,3330000-00142-0-1PA,(6차)_동부산어린이집_정문_앞(반송2동900),35.22985849,129.1577077
9964,해운대구,생활방범,3330000-00143-0-1QA,(6차)_인천유치원(재송1동100-12),35.18015563,129.1273971
9965,해운대구,생활방범,3330000-00143-1-2QA,(25보강)인천유치원(재송1동100-12)_고1,35.18015563,129.1273971
9966,해운대구,생활방범,3330000-00143-2-2QA,(25보강)인천유치원(재송1동100-12)_고2,35.18015563,129.1273971
9967,해운대구,생활방범,3330000-00143-3-2QA,(25보강)인천유치원(재송1동100-12)_고3,35.18015563,129.1273971
9968,해운대구,생활방범,3330000-00144-1-2QA,(22보강)재능어린이집(재송1동1092-18)_고1,35.18497729,129.123365
9969,해운대구,생활방범,3330000-00144-2-2QA,(22보강)재능어린이집(재송1동1092-18)_고2,35.18497729,129.123365
9970,해운대구,생활방범,3330000-00144-3-2QA,(22보강)재능어린이집(재송1동1092-18)_고3,35.18497729,129.123365
9971,해운대구,생활방범,3330000-00144-4-2QA,(22보강)재능어린이집(재송1동1092-18)_고4,35.18497729,129.123365
9972,해운대구,생활방범,3330000-00144-0-1QA,(6차)_재능어린이집(재송1동1092-18),35.18497729,129.123365
9973,해운대구,생활방범,3330000-00145-0-1AA,(6차)_해운대고(해바람공원)(우1동265-35),35.17054632,129.162611
9974,해운대구,생활방범,3330000-00146-0-1IA,(6차)_대천공원(좌4동1390),35.1816307,129.1673208
9975,해운대구,생활방범,3330000-00147-0-1OA,(6차)_반송1동놀이터(반송1동744-409),35.22250619,129.1472834
9976,해운대구,생활방범,3330000-00148-0-1CA,(6차)_소공원1(우3동1407-12),35.15788916,129.1442369
9977,해운대구,생활방범,3330000-00149-1-2CA,(21보강)해원초_앞_사거리(마린시티2로_33)_고,35.15792,129.14421
9978,해운대구,생활방범,3330000-00150-0-1DA,(6차)_동백중학교(오산공원)(중1동718-15),35.16555476,129.1750186
9979,해운대구,생활방범,3330000-00151-0-1CA,(6차)_아이파크공원(우3동1408-2),35.15816371,129.1432834
9980,해운대구,생활방범,3330000-00152-1-2CA,(23보강)아이파크공원(우3동1408-2)_고1,35.15816371,129.1432834
9981,해운대구,생활방범,3330000-00153-0-1JA,(6차)_송정광어골놀이터(송정동422-13),35.17871198,129.1974864
9982,해운대구,생활방범,3330000-00154-0-1KA,(6차)_아시아선수촌공원(반여1동1634),35.20305495,129.124002
9983,해운대구,생활방범,3330000-00155-0-1MA,(6차)_현대아파트_입구(초록공원)(반여3동1588-1),35.20106006,129.1350489
9984,해운대구,생활방범,3330000-00156-0-1JA,(6차)_송정해변빌라(솔바람공원)(송정동422-1),35.1794249,129.1973173
9985,해운대구,생활방범,3330000-00157-0-1GA,(6차)_직녀공원(좌2동1322),35.17110325,129.1804325
9986,해운대구,생활방범,3330000-00158-0-1HA,(6차)_웃음누리공원(좌3동1347-4),35.16861877,129.1676049
9987,해운대구,생활방범,3330000-00159-1-2AA,(22보강)해변주유소_옆(우1동641-3)_고1,35.16168599,129.1566299
9988,해운대구,생활방범,3330000-00159-2-2AA,(22보강)해변주유소_옆(우1동641-3)_고2,35.16168599,129.1566299
9989,해운대구,생활방범,3330000-00159-3-2AA,(22보강)해변주유소_옆(우1동641-3)_고3,35.16168599,129.1566299
9990,해운대구,생활방범,3330000-00159-4-2AA,(22보강)해변주유소_옆(우1동641-3)_고4,35.16168599,129.1566299
9991,해운대구,생활방범,3330000-00159-0-1AA,(6차)_해변주유소_옆(우뚝해장국_앞)(우1동641-3),35.16168599,129.1566299
9992,해운대구,생활방범,3330000-00160-0-1QA,(6차)_삼성빌_맞은편(재송1동453-2),35.18271093,129.1250259
9993,해운대구,생활방범,3330000-00160-1-2QA,(25보강)삼성빌_맞은편(재송1동453-2)_고1,35.18271093,129.1250259
9994,해운대구,생활방범,3330000-00160-2-2QA,(25보강)삼성빌_맞은편(재송1동453-2)_고2,35.18271093,129.1250259
9995,해운대구,생활방범,3330000-00161-1-2KA,(20보강)영진사회복지관주거지주차장(반여로165)_고1,35.20597971,129.1265908
9996,해운대구,생활방범,3330000-00161-2-2KA,(20보강)영진사회복지관주거지주차장(반여로165)_고2,35.20597971,129.1265908
9997,해운대구,생활방범,3330000-00161-0-1KA,(6차)영진사회복지관주거지주차장(반여1동1247-13),35.20597971,129.1265908
9998,해운대구,생활방범,3330000-00162-1-2EA,(23보강)백양빌라_주변(중2동1476-1)_고1,35.164152,129.184598
9999,해운대구,생활방범,3330000-00162-2-2EA,(23보강)백양빌라_주변(중2동1476-1)_고2,35.164152,129.184598
10000,해운대구,생활방범,3330000-00162-0-1EA,(6차)_백양빌라_주변(중2동1477-1),35.164152,129.184598
10001,해운대구,생활방범,3330000-00163-0-1QA,(6차)_성림빌라_앞(재송1동115-36),35.18244747,129.1282292
10002,해운대구,생활방범,3330000-00164-0-1LA,(6차)_일번지할인마트_앞(반여2동1291-1275),35.19602755,129.1321338
10003,해운대구,생활방범,3330000-00165-0-1CA,(7차)_해강유치원(우3동977-8),35.16295794,129.144256
10004,해운대구,생활방범,3330000-00166-0-1DA,(7차)_해성유치원(해운대초등학교정문)(중1동1368-9),35.1643621,129.1651889
10005,해운대구,생활방범,3330000-00167-0-1EA,(7차)_서광자연유치원(중2동1496-2),35.15893928,129.1793755
10006,해운대구,생활방범,3330000-00167-1-1EA,(7차)_서광자연유치원_지능형보조_고1(중2동1496-2),35.15893928,129.1793755
10007,해운대구,생활방범,3330000-00167-2-1EA,(7차)_서광자연유치원_지능형보조_고2(중2동1496-2),35.15893928,129.1793755
10008,해운대구,생활방범,3330000-00167-3-1EA,(7차)_서광자연유치원_지능형보조_고3(중2동1496-2),35.15893928,129.1793755
10009,해운대구,생활방범,3330000-00168-1-1GA,(10차)_푸른유치원_고1(좌2동1334),35.1659012,129.1785807
10010,해운대구,생활방범,3330000-00168-0-1GA,(7차)_푸른유치원(좌2동1334),35.1659012,129.1785807
10011,해운대구,생활방범,3330000-00169-0-1GA,(7차)_고은유치원(좌2동1317),35.16775936,129.1801196
10012,해운대구,생활방범,3330000-00170-1-2HA,(22보강)양운초등학교(후문)(좌3동1371-2)_고1,35.17506407,129.1661604
10013,해운대구,생활방범,3330000-00170-2-2HA,(22보강)양운초등학교(후문)(좌3동1371-2)_고2,35.17506407,129.1661604
10014,해운대구,생활방범,3330000-00170-0-1HA,(7차)_양운초등학교(후문)(좌3동1371-2),35.17506407,129.1661604
10015,해운대구,생활방범,3330000-00171-0-1CA,(7차)_마리나유치원(우3동1388-5),35.15947559,129.1476715
10016,해운대구,생활방범,3330000-00172-0-1IA,(7차)_대림유치원(좌4동1406),35.17887,129.17536
10017,해운대구,생활방범,3330000-00173-0-1QA,(7차)_센텀시티유치원(재송1동1334),35.19053285,129.1167614
10018,해운대구,생활방범,3330000-00174-1-2LA,(20보강)반산초등학교_후면(반여2동1291-1104)_고1,35.19416693,129.1292391
10019,해운대구,생활방범,3330000-00174-0-1LA,(7차)_반산초등학교_후면(반여2동1291-1122),35.19416693,129.1292391
10020,해운대구,생활방범,3330000-00175-0-1LA,(7차)_색동어린이집(반여2동1291-1458),35.19401661,129.1296483
10021,해운대구,생활방범,3330000-00176-0-1PA,(7차)_새_소망지역아동센터_진입로(반송2동130),35.22859483,129.1617681
10022,해운대구,생활방범,3330000-00177-0-1QA,(7차)_숲속유치원(재송1동97-104),35.17884463,129.1276247
10023,해운대구,생활방범,3330000-00178-0-1RA,(7차)_신재초등학교후면(재송2동1026-8),35.19222843,129.1228833
10024,해운대구,생활방범,3330000-00179-0-1RA,(7차)_재송2동_80시영_어린이놀이터(재송2동1027),35.19256926,129.1249519
10025,해운대구,생활방범,3330000-00180-0-1LA,(7차)_새마을철물앞(반여2동1291-437),35.19738633,129.1319586
10026,해운대구,생활방범,3330000-00181-0-1GA,(7차)_부흥공원(신곡중학교_뒤편)(좌2동1325),35.16847679,129.1823155
10027,해운대구,생활방범,3330000-00182-0-1JA,(7차)_송정동어린이놀이터(송정동190-31),35.18526244,129.2037367
10028,해운대구,생활방범,3330000-00183-0-1RA,(7차)_여명유치원(재송2동1155-9),35.1910723,129.1301946
10029,해운대구,생활방범,3330000-00184-0-1EA,(7차)_다소미공원(중2동1508-10),35.1574408,129.1762105
10030,해운대구,생활방범,3330000-00185-0-1DA,(7차)_바다내음공원(중1동1516-1),35.16133821,129.1716944
10031,해운대구,생활방범,3330000-00186-0-1JA,(7차)_죽도공원(송정동288-60),35.17999,129.20513
10032,해운대구,생활방범,3330000-00187-1-2PA,(22보강)동부산대학_부속유치원(반송2동652-5)_고1,35.2321711,129.1483793
10033,해운대구,생활방범,3330000-00187-2-2PA,(22보강)동부산대학_부속유치원(반송2동652-5)_고2,35.2321711,129.1483793
10034,해운대구,생활방범,3330000-00187-3-2PA,(22보강)동부산대학_부속유치원(반송2동652-5)_고3,35.2321711,129.1483793
10035,해운대구,생활방범,3330000-00187-0-1PA,(7차)_동부산대학_부속유치원(반송2동652-5),35.2321711,129.1483793
10036,해운대구,생활방범,3330000-00188-0-1GA,(7차)_누림공원(좌2동1437-3),35.17315434,129.1843397
10037,해운대구,생활방범,3330000-00189-0-1GA,(7차)_와우공원(좌2동1452),35.1649954,129.1810149
10038,해운대구,생활방범,3330000-00190-0-1HA,(7차)_소담공원(좌3동1376),35.17849987,129.1665032
10039,해운대구,생활방범,3330000-00191-0-1JA,(7차)_솔바람공원(송정동305-5),35.18054544,129.1986626
10040,해운대구,생활방범,3330000-00192-0-1KA,(7차)_새싹공원(반여1동1659),35.1965165,129.1246347
10041,해운대구,생활방범,3330000-00193-0-1PA,(7차)_운봉공원(반송2동873),35.23055335,129.1621713
10042,해운대구,생활방범,3330000-00193-1-2PA,(구_22)운봉공원입구_고1(반송동873),35.23055335,129.1621713
10043,해운대구,생활방범,3330000-00193-2-2PA,(구_22)운봉공원입구_고2(반송동873),35.23055335,129.1621713
10044,해운대구,생활방범,3330000-00193-3-2PA,(구_22)운봉공원입구_고3(반송동873),35.23055335,129.1621713
10045,해운대구,생활방범,3330000-00194-0-1OA,(7차)_꽃다래공원(반송1동산51-120),35.21890542,129.1558843
10046,해운대구,생활방범,3330000-00195-0-1KA,(7차)_반여4동_세월교_앞_사거리(반여1동1502-47),35.20449069,129.1203023
10047,해운대구,생활방범,3330000-00196-0-1RA,(7차)_재송2동주민센터_사거리(재송2동1069-1),35.19002,129.12613
10048,해운대구,생활방범,3330000-00197-0-1OA,(7차)영산대학교-아랫반송로59번길(반송1동250-655),35.22356043,129.1524826
10049,해운대구,생활방범,3330000-00198-0-1AA,(7차)형제쌀상회앞삼거리(우1동214),35.16850059,129.1623585
10050,해운대구,생활방범,3330000-00199-0-1KA,(7차)_풀잎어린이집_주변(반여1동1446-1),35.20089075,129.1200863
10051,해운대구,생활방범,3330000-00200-0-1RA,(7차)_다솔어린이집(재송2동1123-38),35.18811901,129.1301655
10052,해운대구,생활방범,3330000-00201-0-1EA,(8차)_세종어린이집(중2동1484-23),35.1612841,129.1816525
10053,해운대구,생활방범,3330000-00201-1-1EA,(8차)세종어린이집_지능형보조_고1(중2동1484-23),35.1612841,129.1816525
10054,해운대구,생활방범,3330000-00201-2-1EA,(8차)세종어린이집_지능형보조_고2(중2동1484-23),35.1612841,129.1816525
10055,해운대구,생활방범,3330000-00201-3-1EA,(8차)세종어린이집_지능형보조_고3(중2동1484-23),35.1612841,129.1816525
10056,해운대구,생활방범,3330000-00202-0-1EA,(8차)_해나_어린이집(중2동1482-14),35.15996701,129.1829952
10057,해운대구,생활방범,3330000-00203-0-1GA,(8차)_거미줄_공원(좌2동1334),35.165614,129.1794849
10058,해운대구,생활방범,3330000-00204-0-1GA,(8차)_해운대_푸른_어린이집(좌2동1331),35.16739325,129.1808507
10059,해운대구,생활방범,3330000-00205-0-1FA,(8차)_햇살_공원(좌1동1293),35.17534068,129.1744222
10060,해운대구,생활방범,3330000-00206-0-1IA,(8차)_해운대_자연_유치원(좌4동1404),35.18027909,129.1759079
10061,해운대구,생활방범,3330000-00207-0-1LA,(8차)_우주어린이집(반여2동1291-942),35.19463117,129.1322717
10062,해운대구,생활방범,3330000-00208-1-2IA,(24보강)대천공원(좌4동1393-1)_고1,35.17925956,129.1687292
10063,해운대구,생활방범,3330000-00208-2-2IA,(24보강)대천공원(좌4동1393-1)_고2,35.17925956,129.1687292
10064,해운대구,생활방범,3330000-00208-0-1IA,(8차)_대천공원(좌4동1393-1),35.17925956,129.1687292
10065,해운대구,생활방범,3330000-00209-0-1AA,(8차)_꿈사랑어린이집(우1동475-1),35.16456546,129.1565669
10066,해운대구,생활방범,3330000-00210-0-1AA,(8차)_롯데크로바_어린이집(우1동954),35.1634837,129.1467306
10067,해운대구,생활방범,3330000-00211-0-1AA,(8차)_햇살_어린이집(우1동957-36),35.16370023,129.1454954
10068,해운대구,생활방범,3330000-00212-0-1BA,(8차)_동백_어린이집(우동934),35.1664833,129.1432842
10069,해운대구,생활방범,3330000-00213-0-1BA,(8차)_우동_어린이집(우2동1092-2),35.17121601,129.1395067
10070,해운대구,생활방범,3330000-00214-0-1BA,(8차)_강동초등학교_후문(우2동산153-12),35.17240602,129.1361288
10071,해운대구,생활방범,3330000-00215-0-1RA,(8차)_즐거운어린이집(재송2동1120-1),35.18673896,129.126807
10072,해운대구,생활방범,3330000-00215-1-2RA,(25보강)즐거운어린이집(재송2동1120-1)_고1,35.18673896,129.126807
10073,해운대구,생활방범,3330000-00215-2-2RA,(25보강)즐거운어린이집(재송2동1120-1)_고2,35.18673896,129.126807
10074,해운대구,생활방범,3330000-00215-3-2RA,(25보강)즐거운어린이집(재송2동1120-1)_고3,35.18673896,129.126807
10075,해운대구,생활방범,3330000-00216-0-1RA,(8차)_재송전원어린이집(재송2동1130-12),35.18869292,129.1276018
10076,해운대구,생활방범,3330000-00217-0-1RA,(8차)_재송원광어린이집(재송2동1131-1),35.18997841,129.1272271
10077,해운대구,생활방범,3330000-00218-0-1RA,(8차)_좋은씨앗어린이집(재송2동1044-24),35.19053997,129.1265444
10078,해운대구,생활방범,3330000-00219-0-1RA,(8차)_하버드영재어린이집(재송2동1041-1),35.19259941,129.1260057
10079,해운대구,생활방범,3330000-00220-0-1RA,(8차)_예진어린이집(재송2동1184-24),35.19158345,129.1346093
